
央视频道,#genre#
CHC动作电影,https://live.chinacert.cftest5.cn/cnmg/live/644368714$LR•IPV4•17『线路5』
CHC动作电影,http://211.101.246.28:3000/644368714$LR•IPV4•17『线路6』
CHC动作电影,http://116.10.203.183:3566/644368714$LR•IPV4•17『线路7』
CHC动作电影,http://182.85.163.168:5678/644368714$LR•IPV4•17『线路8』
CHC动作电影,http://mg.cttv.vip/644368714$LR•IPV4•17『线路9』
CHC动作电影,http://fn.gcl.de5.net:5908/gsh950428/644368714$LR•IPV4•17『线路10』
CHC动作电影,http://120.4.126.153:1234/644368714$LR•IPV4•17『线路11』
CHC动作电影,http://47.119.24.76:59093/644368714$LR•IPV4•17『线路12』
CHC动作电影,http://45.78.61.93:1234/644368714$LR•IPV4•17『线路13』
CHC动作电影,http://139.155.89.87:1000/644368714$LR•IPV4•17『线路14』
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$LR•IPV4•17『线路15』
CHC动作电影,http://47.100.80.251:50001/644368714$LR•IPV4•17『线路16』
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub$LR•IPV4•17『线路17』
NewTV黑莓电影,http://111.29.9.33:6610/000000001000/1000000004000019624/index.m3u8?channel-id=bestzb&Contentid=1000000004000019624&livemode=1&stbId=3$LR•IPV4•4『线路1』
NewTV黑莓电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8785669936177902664&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路2』
NewTV黑莓电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000019624&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路3』
NewTV黑莓电影,http://gslbserv.itv.cmvideo.cn:80/000000001000/8785669936177902664/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8785669936177902664&owchid=ystenlive&owsid=7951969344461621383$LR•IPV4•4『线路4』
NewTV黑莓动画,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6497762188035533951&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路1』
NewTV黑莓动画,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000021734&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路2』
NewTV黑莓动画,http://111.29.9.33:6610/000000001000/1000000004000021734/index.m3u8?channel-id=bestzb&Contentid=1000000004000021734&livemode=1&stbId=3$LR•IPV4•3『线路3』
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000003000012426&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路1』
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000002120&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路2』
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000012884&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路3』
NewTV超级电影,http://111.29.9.33:6610/000000001000/1000000001000012884/index.m3u8?channel-id=bestzb&Contentid=1000000001000012884&livemode=1&stbId=3$LR•IPV4•4『线路4』
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000008139&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路1』
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024993&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路2』
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268003&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路3』
NewTV超级电视剧,http://111.29.9.33:6610/000000001000/1000000001000008139/index.m3u8?channel-id=bestzb&Contentid=1000000001000008139&livemode=1&stbId=3$LR•IPV4•4『线路4』
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8393829412396288037&livemode=1&stbId=yu&mode=1&$LR•IPV4
NewTV东北热剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266013&livemode=1&stbId=yu&mode=1&$LR•IPV4
NewTV古装剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6859053933687922163&livemode=1&stbId=yu&mode=1&$LR•IPV4•2『线路1』
NewTV古装剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d$LR•IPV4•2『线路2』
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7485075951068666323&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路1』
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/000000001000/7485075951068666323/1.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7485075951068666323&owchid=ystenlive&owsid=7951969344461285239$LR•IPV4•3『线路2』
NewTV军旅剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d$LR•IPV4•3『线路3』
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024282&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路1』
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7151256057701199617&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路2』
NewTV惊悚悬疑,http://111.29.9.33:6610/000000001000/1000000004000024282/index.m3u8?channel-id=bestzb&Contentid=1000000004000024282&livemode=1&stbId=3$LR•IPV4•3『线路3』
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6516734029835465177&livemode=1&stbId=yu&mode=1&$LR•IPV4
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6316377948248689070&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路1』
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000008284&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路2』
NewTV家庭剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d$LR•IPV4•4『线路3』
NewTV家庭剧场,http://111.29.9.33:6610/000000001000/1000000004000008284/index.m3u8?channel-id=bestzb&Contentid=1000000004000008284&livemode=1&stbId=3$LR•IPV4•4『线路4』
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000013968&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路1』
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7882297361445410858&livemode=1&stbId=yu&mode=1&$LR•IPV4•3『线路2』
NewTV精品大剧,http://111.29.9.33:6610/000000001000/1000000004000013968/index.m3u8?channel-id=bestzb&Contentid=1000000004000013968&livemode=1&stbId=3$LR•IPV4•3『线路3』
NewTV军事评论,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5822616274253344775&livemode=1&stbId=yu&mode=1&$LR•IPV4
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000025771&livemode=1&stbId=yu&mode=1&$LR•IPV4•6『线路1』
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000023658&livemode=1&stbId=yu&mode=1&$LR•IPV4•6『线路2』
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268002&livemode=1&stbId=yu&mode=1&$LR•IPV4•6『线路3』
NewTV超级综艺,http://111.29.9.34:6610/000000001000/1000000001000025771/index.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=3$LR•IPV4•6『线路4』
NewTV超级综艺,http://111.29.9.35:6610/000000001000/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=3$LR•IPV4•6『线路5』
NewTV超级综艺,http://111.29.9.33:6610/000000001000/1000000004000023658/index.m3u8?channel-id=bestzb&Contentid=1000000004000023658&livemode=1&stbId=3$LR•IPV4•6『线路6』
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000026167&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路1』
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6399725674632152632&livemode=1&stbId=yu&mode=1&$LR•IPV4•4『线路2』
NewTV金牌综艺,http://111.29.9.42:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3$LR•IPV4•4『线路3』
NewTV金牌综艺,http://111.29.9.33:6610/000000001000/1000000004000026167/index.m3u8?channel-id=bestzb&Contentid=1000000004000026167&livemode=1&stbId=3$LR•IPV4•4『线路4』
NewTV农业致富,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6193684637634073625&livemode=1&stbId=yu&mode=1&$LR•IPV4
NewTV炫舞未来,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000000515&livemode=1&stbId=yu&mode=1&$LR•IPV4•2『线路1』
NewTV炫舞未来,http://111.29.9.33:6610/000000001000/1000000001000000515/index.m3u8?channel-id=bestzb&Contentid=1000000001000000515&livemode=1&stbId=3$LR•IPV4•2『线路2』
NewTV哒啵赛事,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5320946857686967621&livemode=1&stbId=yu&mode=1&$LR•IPV4
明星大片,http://111.29.9.33:6610/000000001000/1000000004000019008/index.m3u8?channel-id=bestzb&Contentid=1000000004000019008&livemode=1&stbId=3$LR•IPV4
卡酷少儿,http://123.121.5.183:4000/rtp/239.3.1.189:8000$LR•IPV4•2『线路1』
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8$LR•IPV4•2『线路2』
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$LR•IPV4•18『线路1』
CHC家庭影院,http://live.bypbwxx.top/live/zhibojm-weishi.php?token=39a0a432fbd85262857ba95d2dd394$LR•IPV4•18『线路2』
CHC家庭影院,http://45.192.97.170:8880/play/60.m3u8$LR•IPV4•18『线路3』
CHC家庭影院,http://119.233.255.62:1234/644368373$LR•IPV4•18『线路4』
CHC家庭影院,http://47.104.178.59:3566/644368373$LR•IPV4•18『线路5』
CHC家庭影院,https://live.chinacert.cftest5.cn/cnmg/live/644368373$LR•IPV4•18『线路6』
CHC家庭影院,http://211.101.246.28:3000/644368373$LR•IPV4•18『线路7』
CHC家庭影院,http://116.10.203.183:3566/644368373$LR•IPV4•18『线路8』
CHC家庭影院,http://182.85.163.168:5678/644368373$LR•IPV4•18『线路9』
CHC家庭影院,http://mg.cttv.vip/644368373$LR•IPV4•18『线路10』
CHC家庭影院,http://fn.gcl.de5.net:5908/gsh950428/644368373$LR•IPV4•18『线路11』
CHC家庭影院,http://120.4.126.153:1234/644368373$LR•IPV4•18『线路12』
CHC家庭影院,http://47.119.24.76:59093/644368373$LR•IPV4•18『线路13』
CHC家庭影院,http://45.78.61.93:1234/644368373$LR•IPV4•18『线路14』
CHC家庭影院,http://139.155.89.87:1000/644368373$LR•IPV4•18『线路15』
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt$LR•IPV4•18『线路16』
CHC家庭影院,http://47.100.80.251:50001/644368373$LR•IPV4•18『线路17』
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub$LR•IPV4•18『线路18』

•游戏赛事,#genre#
穿越火线,http://8.155.43.98:35455/huya/660101$LR•IPV4•3『线路1』
穿越火线,http://222.186.39.21:35466/huya/660101$LR•IPV4•3『线路2』
穿越火线,https://huyazhibo.de5.net/?id=660101$LR•IPV4•3『线路3』
云顶之弈,https://huyazhibo.de5.net/?id=24423598$LR•IPV4
王者荣耀,http://8.155.43.98:35455/huya/660002$LR•IPV4•4『线路1』
王者荣耀,http://222.186.39.21:35466/huya/660002$LR•IPV4•4『线路2』
王者荣耀,http://pull-hls-f1.douyincdn.com/thirdgame/stream-408082604903367434/playlist.m3u8?keeptime=00093a80&wsSecret=b43c032093a600f674eb7e9d0a928966&wsTime=6a73b2a0&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&t_id=037-20260806060103CEABFDAB45F68D0B371B-ZorlVE$LR•IPV4•4『线路3』
王者荣耀,https://huyazhibo.de5.net/?id=660002$LR•IPV4•4『线路4』
第五人格,http://pull-hls-f11.douyincdn.com/thirdgame/stream-119853059489923850_hiquhd5.m3u8?expire=1786572064&sign=e9d7393c8c0adb31cd94df41aad5d6d2&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&t_id=037-20260806060103CEABFDAB45F68D0B371B-tqtXHS$LR•IPV4
永劫无间,https://huyazhibo.de5.net/?id=660115$LR•IPV4

•特色,#genre#
UFC,https://jmp2.uk/plu-6a037119f6ac24413f849d5b.m3u8$LR•IPV4•16『线路1』
UFC,https://aegis-cloudfront-1.tubi.video/a78ea283-8666-44a1-a0f6-fde5d229ac21/playlist.m3u8$LR•IPV4•16『线路2』
UFC,https://linear-893.frequency.stream/dist/xumo/893/hls/master/playlist.m3u8$LR•IPV4•16『线路3』
UFC,https://pb-ljudrmfw5j68n.akamaized.net/playlist.m3u8$LR•IPV4•16『线路4』
UFC,https://jmp2.uk/plu-66ed3eb27358ce000830df49.m3u8$LR•IPV4•16『线路5』
UFC,https://jmp2.uk/plu-679203d4bc03978b9b4b79a6.m3u8$LR•IPV4•16『线路6』
UFC,https://jmp2.uk/plu-67a52cd4ec91870008a62164.m3u8$LR•IPV4•16『线路7』
UFC,https://jmp2.uk/plu-6792066f3de7c8cf941e7ce3.m3u8$LR•IPV4•16『线路8』
UFC,https://jmp2.uk/plu-66ed3e9d5e4a6e0008b346e0.m3u8$LR•IPV4•16『线路9』
UFC,https://jmp2.uk/plu-69a20556814d27f4ae630a92.m3u8$LR•IPV4•16『线路10』
UFC,https://jmp2.uk/plu-6792044b680721c77c5b9ba2.m3u8$LR•IPV4•16『线路11』
UFC,https://jmp2.uk/plu-67921b873de7c8cf94233f52.m3u8$LR•IPV4•16『线路12』
UFC,https://jmp2.uk/plu-67921b78b83355184c667770.m3u8$LR•IPV4•16『线路13』
UFC,https://jmp2.uk/plu-679205a13de7c8cf941e7857.m3u8$LR•IPV4•16『线路14』
UFC,https://jmp2.uk/plu-677d9adfa9a51b0008497fa0.m3u8$LR•IPV4•16『线路15』
UFC,https://dbrb49pjoymg4.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-ams-aws/194a140c-0cf5-443e-b747-08bf621d75a8/0.m3u8$LR•IPV4•16『线路16』

•音乐,#genre#
PMC,https://mumbai-edge.smartplaytv.in/PMC/index.m3u8$LR•IPV4•3『线路1』
PMC,https://pmchls.wns.live/hls/stream.m3u8$LR•IPV4•3『线路2』
PMC,https://pmcrohls.wns.live/hls/stream.m3u8$LR•IPV4•3『线路3』
Retro,https://lotus.stingray.com/manifest/ose-043ads-montreal/samsungtvplus/master.m3u8$LR•IPV4•16『线路1』
Retro,https://jmp2.uk/plu-6408b41b83f58900081d91ad.m3u8$LR•IPV4•16『线路2』
Retro,https://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8$LR•IPV4•16『线路3』
Retro,https://tls-cl.cdnz.cl/retroplustvuno/live/playlist.m3u8$LR•IPV4•16『线路4』
Retro,https://ssh101.bozztv.com/ssh101/rtvarberiaretro/playlist.m3u8$LR•IPV4•16『线路5』
Retro,https://d2lyea6if8kkz9.cloudfront.net/playlist/amg00056-vevotv-vevoretrorockau-samsungau/playlist.m3u8$LR•IPV4•16『线路6』
Retro,https://jmp2.uk/plu-69aee8a1acb7eb0bb68df641.m3u8$LR•IPV4•16『线路7』
Retro,https://jmp2.uk/plu-630f1e6073bd1800082107f0.m3u8$LR•IPV4•16『线路8』
Retro,https://jmp2.uk/plu-5de802659167b10009e7deba.m3u8$LR•IPV4•16『线路9』
Retro,http://stream.mcquack.net/191/index.m3u8$LR•IPV4•16『线路10』
Retro,https://freecast-lukentvlive.vgcdn.net/out/v1/665e9f91614b43b0a0654e9317f1d9f3/index.m3u8$LR•IPV4•16『线路11』
Retro,https://cdn.streamhispanatv.net:3531/live/tvsretrogtlive.m3u8$LR•IPV4•16『线路12』
Retro,https://jmp2.uk/plu-69a9ae4d3bd16a4ed04240d7.m3u8$LR•IPV4•16『线路13』
Retro,https://jmp2.uk/plu-611e6a9b4bb5790007a6f0f8.m3u8$LR•IPV4•16『线路14』
Retro,https://jmp2.uk/plu-5c5c2b9d8002db3c3e0b1c6d.m3u8$LR•IPV4•16『线路15』
Retro,https://amg02333-pbs-amg02333c6-firetv-us-4236.playouts.now.amagi.tv/playlist.m3u8$LR•IPV4•16『线路16』
M2,http://88.212.15.19/live/m2_hun/index.m3u8$LR•IPV4•2『线路1』
M2,http://stream.mcquack.net/330/index.m3u8$LR•IPV4•2『线路2』
MTV Spankin,https://jmp2.uk/plu-5d14fdb8ca91eedee1633117.m3u8$LR•IPV4•2『线路1』
MTV Spankin,https://jmp2.uk/plu-6541010f770cf1000866be98.m3u8$LR•IPV4•2『线路2』

•影视,#genre#
奥特曼,https://huyazhibo.de5.net/?id=11601966$LR•IPV4•3『线路1』
奥特曼,https://huyazhibo.de5.net/?id=11602065$LR•IPV4•3『线路2』
奥特曼,https://huyazhibo.de5.net/?id=11352889$LR•IPV4•3『线路3』

•国际,#genre#
RT News,https://cloud.odysee.live/content/fdd11cb3ab75f95efb7b3bc2d726aa13ac915b66/master.m3u8$LR•IPV4•2『线路1』
RT News,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8$LR•IPV4•2『线路2』

•韩国,#genre#
MTN,http://183.110.27.87/mtnlive/720/playlist.m3u8$LR•IPV4
Job Plus TV,https://live.jobplustv.or.kr/live/wowtvlive1.sdp/playlist.m3u8$LR•IPV4
CJ OnStyle,https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8$LR•IPV4•2『线路1』
CJ OnStyle,https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8$LR•IPV4•2『线路2』
EBS+ 1,https://ebsonair.ebs.co.kr/plus1familypc/familypc1m/playlist.m3u8$LR•IPV4
EBS+ 2,https://ebsonair.ebs.co.kr/plus2familypc/familypc1m/playlist.m3u8$LR•IPV4
EBS 1,https://ebsonair.ebs.co.kr/ebs1familypc/familypc1m/playlist.m3u8$LR•IPV4
EBS 2,https://ebsonair.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8$LR•IPV4
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8$LR•IPV4
KCTV 광주,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8$LR•IPV4
Korea TV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8$LR•IPV4
KShopping,https://fhs8036.bd-61.ktcdn.co.kr/klive/smil:klive.smil/playlist.m3u8$LR•IPV4
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-bollywood/546eb40d7dcf9a209255dd2496903764/index.m3u8$LR•IPV4•36『线路1』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-1/15cf99af5de54063fdabfefe66adc075/index.m3u8$LR•IPV4•36『线路2』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-1-na/eec141533c90dd34722c503a296dd0d8/index.m3u8$LR•IPV4•36『线路3』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-1-usa/fdac3a4fc0473f1f56e07ec1d63a4b7b/index.m3u8$LR•IPV4•36『线路4』
MBC,http://andong.webcasting.co.kr/live/mbc/playlist.m3u8$LR•IPV4•36『线路5』
MBC,https://play.mbcbrasil.tv.br/playlist.m3u8$LR•IPV4•36『线路6』
MBC,https://stream.bsmbc.com/livetv/BusanMBC_TV_onairstream/playlist.m3u8$LR•IPV4•36『线路7』
MBC,https://stream.chmbc.co.kr/TV/myStream/playlist.m3u8$LR•IPV4•36『线路8』
MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8$LR•IPV4•36『线路9』
MBC,https://5ee1ec6f32118.streamlock.net/live/livetv/playlist.m3u8$LR•IPV4•36『线路10』
MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8$LR•IPV4•36『线路11』
MBC,http://123.254.93.7:1935/tvlive/livestream2/playlist.m3u8$LR•IPV4•36『线路12』
MBC,https://media.kjmbc.co.kr/hls/live/stream/playlist.m3u8$LR•IPV4•36『线路13』
MBC,https://624a79c87201d.streamlock.net/MBCTV/TV1.stream/playlist.m3u8$LR•IPV4•36『线路14』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-iraq/e38c44b1b43474e1c39cb5b90203691e/index.m3u8$LR•IPV4•36『线路15』
MBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8$LR•IPV4•36『线路16』
MBC,https://5ee9633b25727.streamlock.net/jmbc_tv/_definst_/jmbc_tv.stream/playlist.m3u8$LR•IPV4•36『线路17』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-masr/956eac069c78a35d47245db6cdbb1575/index.m3u8$LR•IPV4•36『线路18』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-masr-2/754931856515075b0aabf0e583495c68/index.m3u8$LR•IPV4•36『线路19』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-masr-usa/cd8d40acdab28aac0582faa3bd3983f1/index.m3u8$LR•IPV4•36『线路20』
MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8$LR•IPV4•36『线路21』
MBC,https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8$LR•IPV4•36『线路22』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-4/24f134f1cd63db9346439e96b86ca6ed/index.m3u8$LR•IPV4•36『线路23』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-drama/2c28a458e2f3253e678b07ac7d13fe71/index.m3u8$LR•IPV4•36『线路24』
MBC,http://mytv.dothome.co.kr/ch/catv/26.php$LR•IPV4•36『线路25』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-persia/818ee8e4b592dc497608f066d825bfb4/index.m3u8$LR•IPV4•36『线路26』
MBC,https://cdn8.fntvchannel.com/v1/master/02eeb1726c343dc9c30c32e93dee82013e157021/FNTV-CHANNEL_CDN77/index.m3u8$LR•IPV4•36『线路27』
MBC,http://mytv.dothome.co.kr/ch/catv/28.php$LR•IPV4•36『线路28』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-3-usa/5d58265a862a476dc7f97694addb5ded/index.m3u8$LR•IPV4•36『线路29』
MBC,https://dbbv9umqcd7cs.cloudfront.net/out/v1/db15b75c3cc0400c91961468d6a232ac/index.m3u8$LR•IPV4•36『线路30』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-mood/78367bf48ccdba501d0d014a10c21031/index.m3u8$LR•IPV4•36『线路31』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-wanasah/13e82ea6232fa647c43b26e8a41f173d/index.m3u8$LR•IPV4•36『线路32』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-drama-usa/ea2f5db904aff224b7066e59c7f585a2/index.m3u8$LR•IPV4•36『线路33』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-masr-drama/567b703c19ede6598222de81b0e4508b/index.m3u8$LR•IPV4•36『线路34』
MBC,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-5/ee6b000cee0629411b666ab26cb13e9b/index.m3u8$LR•IPV4•36『线路35』
MBC,https://cdn-us-east-prod-ingest-infra-dacast-com.akamaized.net/624ff8f9-db18-da92-4d42-896fa2ff3eb3/source/index.m3u8$LR•IPV4•36『线路36』
NBS,https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8$LR•IPV4
SBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8$LR•IPV4•9『线路1』
SBS,http://61.82.49.4:1935/live/_definst_/tv.stream/playlist.m3u8$LR•IPV4•9『线路2』
SBS,http://123.140.197.22/stream/1/play.m3u8$LR•IPV4•9『线路3』
SBS,http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8$LR•IPV4•9『线路4』
SBS,https://vod.ikbc.co.kr/KBCTV/tv/playlist.m3u8$LR•IPV4•9『线路5』
SBS,https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8$LR•IPV4•9『线路6』
SBS,http://203.251.91.122:1935/on-air-Backup/tv/playlist.m3u8$LR•IPV4•9『线路7』
SBS,https://stream.ubc.co.kr/hls/ubctvstream/index.m3u8$LR•IPV4•9『线路8』
SBS,https://ads.its-newid.net/api/manifest.m3u8?tp=lg_channels&channel_name=sbsk-drama&channel_id=newid_008&mpf=c064f5f4-39af1962-7c36be2c&apikey=48230e6b-1cea0097-15975f93-39af1962&auth=474ab4cb-5d47aa0a-84d0cbca-2a3730a6&ads.live=[CONTENT_LIVE]&ads.deviceid=[DEVICE_ID]&ads.ifa=[IFA]&ads.ifatype=[IFA_TYPE]&ads.lat=[LMT]&ads.donotsell=[DNS]&ads.ua=[UA]&ads.ip=[IP]&ads.gdpr=[GDPR]&ads.gdpr_consent=[GDPR_CONSENT]&ads.country=[COUNTRY]&ads.us_privacy=[US_PRIVACY]&ads.appstoreurl=[APP_STOREURL]&ads.bundleid=[APP_BUNDLE]&ads.appname=[APP_NAME]&ads.appversion=[APP_VERSION]&ads.devicetype=[DEVICE_TYPE]&ads.devicemake=[DEVICE_MAKE]&ads.devicemodel=[DEVICE_MODEL]&ads.targetad=[TARGETAD_ALLOWED]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]&ads.givn=[NONCE]$LR•IPV4•9『线路9』

•日本,#genre#
Shop Channel,https://stream3.shopch.jp/HLS/master.m3u8$LR•IPV4

•杂货,#genre#
30A Investment Pitch,https://30a-tv.com/feeds/xodglobal/30atv.m3u8$LR•IPV4
30A Music,https://30a-tv.com/music.m3u8$LR•IPV4
